Cereals and cereal products	46.2049444177973	45.526773986928	45.8289109147592	45.1070486425926	45.6739457095063	46.5097404745034	44.1184640230318	45.1870950941554	44.5120629732818	43.9110993810739	41.6043783599312	46.3538004844335	44.8409348676667	44.8084005853533	44.6850237440697
     of which:															
     Pasta, rice, pizza and other miscellaneous cereals	8.91054712810508	12.1321782311134	10.6968845648584	10.8448271918912	4.17653831650044	9.41460816603281	12.0122360114516	10.8513891235387	10.451274316162	4.30284277146439	8.36926847290352	9.15672007489903	12.0737670372683	10.6472866328159	4.24739262060612
     White bread	10.5668652079643	13.0565014714426	11.9473244595518	13.050436721752	12.7900584519253	10.7423837888779	11.8091509546113	11.3324262587881	10.4905326931113	8.33776675033867	8.98321094163829	10.6525848391785	12.4490487076298	11.7655144046177	10.2924107618143
     Wholemeal bread	2.22278339077204	1.59920954252358	1.87702272665801	3.52963346929451	4.47100004598392	1.82179267039577	1.49527167384851	1.64118975959301	3.60265929518253	4.3659045145576	2.40800589388784	2.02694784736666	1.54859237859129	3.56628816898672	4.41204352900315
     Brown, granary and wheatgerm bread	3.50183306085179	2.44345009805999	2.91497843708948	3.26103269267666	3.24113690467358	2.99120351356992	2.66258426070909	2.80944003054715	3.33414573417364	4.14711460033764	3.09890451835188	3.25245219044922	2.55016721642472	3.29773116951093	3.74937249446232
     Other breads	0.425830904615338	0.327443936717085	0.371277071967901	0.500485178710906	0.406163426469774	0.504976602141864	0.379745553678305	0.435709718497132	0.77254169369909	0.750355596499021	0.252563092763789	0.464484020250436	0.352914533270552	0.63704166040671	0.599248434381872
     High fibre breakfast cereals	4.79659551026071	2.86951204820351	3.72806183214762	3.5345259235523	5.27348406951462	4.044684006587	2.67281057603829	3.28588338601433	3.93377877385445	5.75339433986772	5.600945616238	4.42937754128497	2.77371952533164	3.73492753696947	5.54270425061389
     Other breakfast cereals	4.00700445420776	4.20197546490692	4.11511242944065	2.37804466287111	2.07898902015684	4.56996318845077	3.46703582138087	3.95992005185872	2.42444859624118	2.30749171344239	3.14105957264643	4.28194181318663	3.84406394631503	2.40133672730904	2.20717451704721
     Biscuits	5.30395464769965	4.21506846805821	4.70018652997801	3.14561288332187	4.28785923331983	5.2075114336098	4.7857228711739	4.97421482198376	4.54086201929839	4.61166699947624	5.29603529798606	5.25685378406539	4.49297398834063	3.84594646330006	4.46950899335068
     Buns, cakes, pastries and fruit pies	4.98519225871466	3.44538297788815	4.13139526090441	3.67593790877188	6.75369673222274	5.57701833390935	3.78343625857186	4.5849653051764	3.91957277081337	6.737578424106	2.83564150213804	5.27422782773849	3.61001304529611	3.798228380589	6.74465467978446
     Puddings	1.48433785460593	1.23605174801456	1.34666760216277	1.18651200975016	2.1950195087393	1.63559877092815	1.05047004156813	1.31195663815815	1.04224708074571	2.59698367098412	1.61874345137737	1.55821054601425	1.14567448919853	1.11409944084771	2.42051346300568
Milk and milk products  	9.27800430958636	5.63577515050998	7.25845269363092	4.67878831457808	6.39817463811917	9.22074740520904	5.70551575009268	7.27642812475463	5.8796350674664	8.51305313042042	16.2506767699231	9.25004122612168	5.66973843460281	5.28154325186522	7.58457969313369
    of which:														
    Whole milk (3.8% fat)	1.85954372972934	0.664870438876202	1.19711853084562	0.527034167623274	0.882291757339637	1.76253009798038	0.543550245221332	1.08829685740424	0.410860442920529	0.746108764489205	5.61069638195623	1.81216428595204	0.605788179360918	0.4687217426788	0.805895788628945
    Semi skimmed milk (1.8% fat)	2.17617527171702	1.9149747025211	2.03134417829348	1.76317228797529	2.21375657332018	2.01561229104614	1.51164025956134	1.73685895875879	1.90765105047998	2.84744841590908	2.35613425972224	2.09775964518839	1.71855307218484	1.83569218880641	2.56924517850755
    Skimmed milk (0.5% fat)	0.111880776906115	0.10929593486665	0.110447527736501	0.306846196976544	0.503473903718412	0.152337084967959	0.140506207173995	0.145793276179135	0.484084860204908	0.645053308877402	0.326664390823307	0.131638797904786	0.124495163885777	0.395809654705113	0.582897153128736
    Other milk and cream	0.87176040147418	0.894320387774532	0.884269514657042	0.396637434441334	0.418507207063394	0.731937275607872	1.08392711644652	0.926627327704596	0.419691625210883	0.347509454857266	2.26605906925418	0.803473689480014	0.986657810026845	0.408209291781234	0.378678870627685
    Cheese	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
    Yoghurt, fromage frais and other dairy desserts	2.79172111145396	1.17883160710491	1.89740242292539	1.10143694599829	1.43151263391318	2.82372079074105	1.26341602975284	1.96069640776514	1.84783752379117	2.94675604553162	4.45888139597815	2.80734909051568	1.22002375046772	1.47608644425985	2.28153425438247
     Ice cream	1.39566249462984	0.783254100513362	1.05609287724853	0.499800141669761	0.892090966612415	1.64414285832451	1.07350545975945	1.32851606469242	0.667490534925759	0.918708641786718	1.15328128581934	1.51701514589332	0.924604898060106	0.58397092551671	0.907022956556274
Eggs and egg dishes	0.179718514906099	0.196683544096094	0.189125323379423	0.190101684660924	0.235257443693438	0.206672944569587	0.185610762067861	0.195023183886831	0.394176835334947	0.474510588400333	0.172268659306106	0.192882498789262	0.191291160836229	0.292535491764555	0.369473731457334
Fat spreads  	0.0209937764014604	0.022240069796813	0.0216848240348216	0.0250756894995447	0.052696916826604	0.023767807756619	0.0174636170029609	0.0202808797721832	0.0299484254279317	0.0427261745417032	0.0231835460138399	0.0223485557274041	0.019913963853299	0.0275215183547815	0.0471035273755715
